Date,Product_ID,Category,Subcategory,Supplier_ID,Price,Cost,Units_Sold,Discount,Promotion_Type,Revenue,Profit,Year,Month,Day,DayOfWeek,WeekOfYear,Has_Promotion,Profit_Margin,Lag_1,Lag_7,Lag_30,Rolling_Mean_7,Rolling_Mean_30
2025-03-24,P0008,Electronics,Smartphones,S020,1026.54,470.66,4,0.0,No Promotion,4106.16,2223.5199999999995,2025,3,24,0,13,0,555.8799999999999,14.0,5.0,10.0,8.428571428571429,6.6
2025-03-25,P0008,Electronics,Smartphones,S020,1040.04,831.63,5,0.0,No Promotion,5200.2,1042.0499999999997,2025,3,25,1,13,0,208.40999999999997,4.0,13.0,7.0,8.285714285714286,6.4
2025-03-26,P0008,Electronics,Smartphones,S020,1022.35,851.45,5,0.0,No Promotion,5111.75,854.4999999999999,2025,3,26,2,13,0,170.89999999999998,5.0,5.0,8.0,7.142857142857143,6.333333333333333
2025-03-27,P0008,Electronics,Smartphones,S020,1038.21,603.79,7,0.0,No Promotion,7267.47,3040.9400000000005,2025,3,27,3,13,0,434.4200000000001,5.0,6.0,4.0,7.142857142857143,6.233333333333333
2025-03-28,P0008,Electronics,Smartphones,S020,1046.1,477.83,11,0.0,No Promotion,11507.099999999999,6250.969999999999,2025,3,28,4,13,0,568.27,7.0,8.0,6.0,7.285714285714286,6.333333333333333
2025-03-29,P0008,Electronics,Smartphones,S020,1050.17,526.01,6,0.0,No Promotion,6301.02,3144.9600000000005,2025,3,29,5,13,0,524.1600000000001,11.0,8.0,2.0,7.714285714285714,6.5
2025-03-30,P0008,Electronics,Smartphones,S020,1029.29,798.99,6,0.0,No Promotion,6175.74,1381.7999999999997,2025,3,30,6,13,0,230.29999999999995,6.0,14.0,4.0,7.428571428571429,6.633333333333334
2025-03-31,P0008,Electronics,Smartphones,S020,1040.07,528.56,5,0.0,No Promotion,5200.349999999999,2557.55,2025,3,31,0,14,0,511.51,6.0,4.0,10.0,6.285714285714286,6.7
2025-04-01,P0008,Electronics,Smartphones,S020,1010.63,502.65,11,0.0,No Promotion,11116.93,5587.780000000001,2025,4,1,1,14,0,507.98,5.0,5.0,3.0,6.428571428571429,6.533333333333333
2025-04-02,P0008,Electronics,Smartphones,S020,1050.73,853.93,7,0.0,No Promotion,7355.110000000001,1377.6000000000004,2025,4,2,2,14,0,196.80000000000007,11.0,5.0,7.0,7.285714285714286,6.8
2025-04-03,P0008,Electronics,Smartphones,S020,1060.37,504.8,9,0.0,No Promotion,9543.329999999998,5000.129999999999,2025,4,3,3,14,0,555.5699999999999,7.0,7.0,6.0,7.571428571428571,6.8
2025-04-04,P0008,Electronics,Smartphones,S020,1039.33,796.94,6,0.0,No Promotion,6235.98,1454.3399999999992,2025,4,4,4,14,0,242.38999999999987,9.0,11.0,8.0,7.857142857142857,6.9
2025-04-05,P0008,Electronics,Smartphones,S020,1061.47,611.94,9,0.0,No Promotion,9553.23,4045.7699999999995,2025,4,5,5,14,0,449.53,6.0,6.0,4.0,7.142857142857143,6.833333333333333
2025-04-06,P0008,Electronics,Smartphones,S020,1048.82,790.49,7,0.0,No Promotion,7341.74,1808.3099999999995,2025,4,6,6,14,0,258.3299999999999,9.0,6.0,3.0,7.571428571428571,7.0
2025-04-07,P0008,Electronics,Smartphones,S020,1013.25,511.36,7,0.0,No Promotion,7092.75,3513.23,2025,4,7,0,15,0,501.89,7.0,5.0,12.0,7.714285714285714,7.133333333333334
2025-04-08,P0008,Electronics,Smartphones,S020,1030.03,841.19,6,0.0,No Promotion,6180.18,1133.0399999999995,2025,4,8,1,15,0,188.83999999999992,7.0,11.0,0.0,8.0,6.966666666666667
2025-04-09,P0008,Electronics,Smartphones,S020,1028.12,698.46,4,0.0,No Promotion,4112.48,1318.6399999999994,2025,4,9,2,15,0,329.65999999999985,6.0,7.0,8.0,7.285714285714286,7.166666666666667
2025-04-10,P0008,Electronics,Smartphones,S020,1030.58,706.87,5,0.0,No Promotion,5152.9,1618.5499999999997,2025,4,10,3,15,0,323.7099999999999,4.0,9.0,8.0,6.857142857142857,7.033333333333333
2025-04-11,P0008,Electronics,Smartphones,S020,1016.34,555.28,5,0.0,No Promotion,5081.7,2305.3,2025,4,11,4,15,0,461.06000000000006,5.0,6.0,4.0,6.285714285714286,6.933333333333334
2025-04-12,P0008,Electronics,Smartphones,S020,1045.1,676.64,3,0.0,No Promotion,3135.2999999999997,1105.3799999999997,2025,4,12,5,15,0,368.4599999999999,5.0,9.0,0.0,6.142857142857143,6.966666666666667
2025-04-13,P0008,Electronics,Smartphones,S020,1063.55,518.35,6,0.0,No Promotion,6381.299999999999,3271.2,2025,4,13,6,15,0,545.1999999999999,3.0,7.0,6.0,5.285714285714286,7.066666666666666
2025-04-14,P0008,Electronics,Smartphones,S020,1063.32,835.42,4,0.0,No Promotion,4253.28,911.5999999999999,2025,4,14,0,16,0,227.89999999999998,6.0,7.0,9.0,5.142857142857143,7.066666666666666
2025-04-15,P0008,Electronics,Smartphones,S020,1040.2,690.16,6,0.0,No Promotion,6241.200000000001,2100.2400000000007,2025,4,15,1,16,0,350.0400000000001,4.0,6.0,10.0,4.714285714285714,6.9
2025-04-16,P0008,Electronics,Smartphones,S020,1029.01,700.3,4,0.0,No Promotion,4116.04,1314.8400000000001,2025,4,16,2,16,0,328.71000000000004,6.0,4.0,5.0,4.714285714285714,6.766666666666667
2025-04-17,P0008,Electronics,Smartphones,S020,1044.67,492.75,8,0.0,No Promotion,8357.36,4415.360000000001,2025,4,17,3,16,0,551.9200000000001,4.0,5.0,13.0,4.714285714285714,6.733333333333333
2025-04-18,P0008,Electronics,Smartphones,S020,1067.18,665.89,5,0.0,No Promotion,5335.900000000001,2006.4500000000003,2025,4,18,4,16,0,401.2900000000001,8.0,5.0,5.0,5.142857142857143,6.566666666666666
2025-04-19,P0008,Electronics,Smartphones,S020,1038.69,724.79,9,0.0,No Promotion,9348.210000000001,2825.100000000001,2025,4,19,5,16,0,313.9000000000001,5.0,3.0,6.0,5.142857142857143,6.566666666666666
2025-04-20,P0008,Electronics,Smartphones,S020,1044.08,618.69,7,0.0,No Promotion,7308.5599999999995,2977.729999999999,2025,4,20,6,16,0,425.3899999999999,9.0,6.0,8.0,6.0,6.666666666666667
2025-04-21,P0008,Electronics,Smartphones,S020,1009.61,694.37,7,0.0,No Promotion,7067.27,2206.6800000000003,2025,4,21,0,17,0,315.24,7.0,4.0,8.0,6.142857142857143,6.633333333333334
2025-04-22,P0008,Electronics,Smartphones,S020,1033.23,552.05,7,0.0,No Promotion,7232.610000000001,3368.26,2025,4,22,1,17,0,481.18000000000006,7.0,6.0,14.0,6.571428571428571,6.6
2025-04-23,P0008,Electronics,Smartphones,S020,1058.46,787.48,8,0.0,No Promotion,8467.68,2167.84,2025,4,23,2,17,0,270.98,7.0,4.0,4.0,6.714285714285714,6.366666666666666
2025-04-24,P0008,Electronics,Smartphones,S020,1040.85,785.18,10,0.0,No Promotion,10408.5,2556.7,2025,4,24,3,17,0,255.66999999999996,8.0,8.0,5.0,7.285714285714286,6.5
2025-04-25,P0008,Electronics,Smartphones,S020,1007.5,482.26,7,0.0,No Promotion,7052.5,3676.6800000000003,2025,4,25,4,17,0,525.24,10.0,5.0,5.0,7.571428571428571,6.666666666666667
2025-04-26,P0008,Electronics,Smartphones,S020,1021.2,691.02,8,0.0,No Promotion,8169.6,2641.4400000000005,2025,4,26,5,17,0,330.18000000000006,7.0,9.0,7.0,7.857142857142857,6.733333333333333
2025-04-27,P0008,Electronics,Smartphones,S020,1071.08,638.85,10,0.0,No Promotion,10710.8,4322.299999999999,2025,4,27,6,17,0,432.2299999999999,8.0,7.0,11.0,7.714285714285714,6.766666666666667
2025-04-28,P0008,Electronics,Smartphones,S020,1046.16,558.83,8,0.0,No Promotion,8369.28,3898.6400000000003,2025,4,28,0,18,0,487.33000000000004,10.0,7.0,6.0,8.142857142857142,6.733333333333333
2025-04-29,P0008,Electronics,Smartphones,S020,1058.4,771.93,4,0.0,No Promotion,4233.6,1145.8800000000006,2025,4,29,1,18,0,286.47000000000014,8.0,7.0,6.0,8.285714285714286,6.8
2025-04-30,P0008,Electronics,Smartphones,S020,1062.52,506.12,6,0.0,No Promotion,6375.12,3338.3999999999996,2025,4,30,2,18,0,556.4,4.0,8.0,5.0,7.857142857142857,6.733333333333333
2025-05-01,P0008,Electronics,Smartphones,S020,1036.62,648.15,13,35.0,Bundle,13476.059999999998,5050.109999999999,2025,5,1,3,18,1,388.4699999999999,6.0,10.0,11.0,7.571428571428571,6.766666666666667
2025-05-02,P0008,Electronics,Smartphones,S020,1037.17,469.15,5,0.0,No Promotion,5185.85,2840.1000000000004,2025,5,2,4,18,0,568.0200000000001,13.0,7.0,7.0,8.0,6.833333333333333
2025-05-03,P0008,Electronics,Smartphones,S020,1012.42,838.0,5,0.0,No Promotion,5062.099999999999,872.0999999999998,2025,5,3,5,18,0,174.41999999999996,5.0,8.0,9.0,7.714285714285714,6.766666666666667
2025-05-04,P0008,Electronics,Smartphones,S020,1035.29,600.5,8,0.0,No Promotion,8282.32,3478.3199999999997,2025,5,4,6,18,0,434.78999999999996,5.0,10.0,6.0,7.285714285714286,6.633333333333334
2025-05-05,P0008,Electronics,Smartphones,S020,1047.23,578.58,7,0.0,No Promotion,7330.610000000001,3280.5499999999997,2025,5,5,0,19,0,468.65,8.0,8.0,9.0,7.0,6.7
2025-05-06,P0008,Electronics,Smartphones,S020,1008.14,601.86,8,0.0,No Promotion,8065.12,3250.24,2025,5,6,1,19,0,406.28,7.0,4.0,7.0,6.857142857142857,6.633333333333334
2025-05-07,P0008,Electronics,Smartphones,S020,1037.97,777.83,7,0.0,No Promotion,7265.79,1820.98,2025,5,7,2,19,0,260.14,8.0,6.0,7.0,7.428571428571429,6.666666666666667
2025-05-08,P0008,Electronics,Smartphones,S020,1051.86,770.1,11,0.0,No Promotion,11570.46,3099.3599999999988,2025,5,8,3,19,0,281.7599999999999,7.0,13.0,6.0,7.571428571428571,6.666666666666667
2025-05-09,P0008,Electronics,Smartphones,S020,1056.61,630.8,4,0.0,No Promotion,4226.44,1703.2399999999998,2025,5,9,4,19,0,425.80999999999995,11.0,5.0,4.0,7.285714285714286,6.833333333333333
2025-05-10,P0008,Electronics,Smartphones,S020,1069.59,787.11,6,0.0,No Promotion,6417.539999999999,1694.8799999999994,2025,5,10,5,19,0,282.4799999999999,4.0,5.0,5.0,7.142857142857143,6.833333333333333
2025-05-11,P0008,Electronics,Smartphones,S020,1030.17,806.74,8,0.0,No Promotion,8241.36,1787.4400000000005,2025,5,11,6,19,0,223.43000000000006,6.0,8.0,5.0,7.285714285714286,6.866666666666666
2025-05-12,P0008,Electronics,Smartphones,S020,1042.41,511.19,4,0.0,No Promotion,4169.64,2124.88,2025,5,12,0,20,0,531.22,8.0,7.0,3.0,7.285714285714286,6.966666666666667
2025-05-13,P0008,Electronics,Smartphones,S020,1005.37,534.63,8,0.0,No Promotion,8042.96,3765.92,2025,5,13,1,20,0,470.74,4.0,8.0,6.0,6.857142857142857,7.0
2025-05-14,P0008,Electronics,Smartphones,S020,994.87,641.86,6,0.0,No Promotion,5969.22,2118.06,2025,5,14,2,20,0,353.01,8.0,7.0,4.0,6.857142857142857,7.066666666666666
2025-05-15,P0008,Electronics,Smartphones,S020,1027.9,856.95,9,0.0,No Promotion,9251.1,1538.5500000000004,2025,5,15,3,20,0,170.95000000000005,6.0,11.0,6.0,6.714285714285714,7.133333333333334
2025-05-16,P0008,Electronics,Smartphones,S020,1047.65,650.12,3,0.0,No Promotion,3142.9500000000003,1192.5900000000001,2025,5,16,4,20,0,397.5300000000001,9.0,4.0,4.0,6.428571428571429,7.233333333333333
2025-05-17,P0008,Electronics,Smartphones,S020,1061.58,878.1,7,0.0,No Promotion,7431.0599999999995,1284.3599999999992,2025,5,17,5,20,0,183.4799999999999,3.0,6.0,8.0,6.285714285714286,7.2
2025-05-18,P0008,Electronics,Smartphones,S020,1032.22,478.41,9,0.0,No Promotion,9289.98,4984.289999999999,2025,5,18,6,20,0,553.81,7.0,8.0,5.0,6.428571428571429,7.166666666666667
2025-05-19,P0008,Electronics,Smartphones,S020,1051.76,850.55,0,0.0,No Promotion,0.0,0.0,2025,5,19,0,21,0,201.21000000000004,9.0,4.0,9.0,6.571428571428571,7.3
2025-05-20,P0008,Electronics,Smartphones,S020,1066.18,635.78,5,0.0,No Promotion,5330.900000000001,2152.0000000000005,2025,5,20,1,21,0,430.4000000000001,0.0,8.0,7.0,6.0,7.0
2025-05-21,P0008,Electronics,Smartphones,S020,1054.33,624.07,10,0.0,No Promotion,10543.3,4302.5999999999985,2025,5,21,2,21,0,430.2599999999999,5.0,6.0,7.0,5.571428571428571,6.933333333333334
2025-05-22,P0008,Electronics,Smartphones,S020,1022.73,550.88,8,0.0,No Promotion,8181.84,3774.8,2025,5,22,3,21,0,471.85,10.0,9.0,7.0,6.142857142857143,7.033333333333333
2025-05-23,P0008,Electronics,Smartphones,S020,1062.08,662.54,5,0.0,No Promotion,5310.4,1997.6999999999998,2025,5,23,4,21,0,399.53999999999996,8.0,3.0,8.0,6.0,7.066666666666666
2025-05-24,P0008,Electronics,Smartphones,S020,1045.15,837.94,2,0.0,No Promotion,2090.3,414.4200000000001,2025,5,24,5,21,0,207.21000000000004,5.0,7.0,10.0,6.285714285714286,6.966666666666667
2025-05-25,P0008,Electronics,Smartphones,S020,1066.38,860.03,8,0.0,No Promotion,8531.04,1650.800000000001,2025,5,25,6,21,0,206.35000000000014,2.0,9.0,7.0,5.571428571428571,6.7
2025-05-26,P0008,Electronics,Smartphones,S020,1057.98,836.88,9,0.0,No Promotion,9521.82,1989.9,2025,5,26,0,22,0,221.10000000000002,8.0,0.0,8.0,5.428571428571429,6.733333333333333
2025-05-27,P0008,Electronics,Smartphones,S020,1022.87,869.02,7,0.0,No Promotion,7160.09,1076.9500000000003,2025,5,27,1,22,0,153.85000000000002,9.0,5.0,10.0,6.714285714285714,6.766666666666667
2025-05-28,P0008,Electronics,Smartphones,S020,1050.28,788.25,5,0.0,No Promotion,5251.4,1310.1499999999999,2025,5,28,2,22,0,262.03,7.0,10.0,8.0,7.0,6.666666666666667
2025-05-29,P0008,Electronics,Smartphones,S020,1024.91,467.85,5,0.0,No Promotion,5124.55,2785.3,2025,5,29,3,22,0,557.0600000000001,5.0,8.0,4.0,6.285714285714286,6.566666666666666
2025-05-30,P0008,Electronics,Smartphones,S020,1027.78,672.68,6,0.0,No Promotion,6166.68,2130.6000000000004,2025,5,30,4,22,0,355.1,5.0,5.0,6.0,5.857142857142857,6.6
2025-05-31,P0008,Electronics,Smartphones,S020,1059.75,835.57,2,0.0,No Promotion,2119.5,448.3599999999999,2025,5,31,5,22,0,224.17999999999995,6.0,2.0,13.0,6.0,6.6
2025-06-01,P0008,Electronics,Smartphones,S020,1023.88,563.32,11,0.0,No Promotion,11262.68,5066.16,2025,6,1,6,22,0,460.55999999999995,2.0,8.0,5.0,6.0,6.233333333333333
2025-06-02,P0008,Electronics,Smartphones,S020,1056.5,658.09,8,0.0,No Promotion,8452.0,3187.2799999999997,2025,6,2,0,23,0,398.40999999999997,11.0,9.0,5.0,6.428571428571429,6.433333333333334
2025-06-03,P0008,Electronics,Smartphones,S020,1077.11,674.41,9,0.0,No Promotion,9693.99,3624.2999999999993,2025,6,3,1,23,0,402.69999999999993,8.0,7.0,8.0,6.285714285714286,6.533333333333333
2025-06-04,P0008,Electronics,Smartphones,S020,1043.19,579.64,14,25.0,PercentOff,14604.66,6489.700000000001,2025,6,4,2,23,1,463.55000000000007,9.0,5.0,7.0,6.571428571428571,6.566666666666666
2025-06-05,P0008,Electronics,Smartphones,S020,1065.23,543.96,11,5.6,FlashSale,11717.53,5733.969999999999,2025,6,5,3,23,1,521.27,14.0,5.0,8.0,7.857142857142857,6.8
2025-06-06,P0008,Electronics,Smartphones,S020,1029.29,777.77,4,0.0,No Promotion,4117.16,1006.0799999999999,2025,6,6,4,23,0,251.51999999999998,11.0,6.0,7.0,8.714285714285714,6.9
2025-06-07,P0008,Electronics,Smartphones,S020,1028.79,634.39,10,0.0,No Promotion,10287.9,3944.0,2025,6,7,5,23,0,394.4,4.0,2.0,11.0,8.428571428571429,6.8
2025-06-08,P0008,Electronics,Smartphones,S020,1040.13,480.88,8,0.0,No Promotion,8321.04,4474.000000000001,2025,6,8,6,23,0,559.2500000000001,10.0,11.0,4.0,9.571428571428571,6.766666666666667
2025-06-09,P0008,Electronics,Smartphones,S020,1056.47,495.76,8,0.0,No Promotion,8451.76,4485.68,2025,6,9,0,24,0,560.71,8.0,8.0,6.0,9.142857142857142,6.9
2025-06-10,P0008,Electronics,Smartphones,S020,1027.51,666.74,5,0.0,No Promotion,5137.55,1803.85,2025,6,10,1,24,0,360.77,8.0,9.0,8.0,9.142857142857142,6.966666666666667
2025-06-11,P0008,Electronics,Smartphones,S020,1019.89,468.95,16,39.9,BuyXGetY,16318.24,8815.04,2025,6,11,2,24,1,550.94,5.0,14.0,4.0,8.571428571428571,6.866666666666666
2025-06-12,P0008,Electronics,Smartphones,S020,1034.34,703.72,3,38.8,PercentOff,3103.0199999999995,991.8599999999997,2025,6,12,3,24,1,330.6199999999999,16.0,11.0,8.0,8.857142857142858,7.266666666666667
2025-06-13,P0008,Electronics,Smartphones,S020,1046.06,613.88,5,0.0,No Promotion,5230.299999999999,2160.8999999999996,2025,6,13,4,24,0,432.17999999999995,3.0,4.0,6.0,7.714285714285714,7.1
2025-06-14,P0008,Electronics,Smartphones,S020,1026.61,592.32,5,0.0,No Promotion,5133.049999999999,2171.4499999999994,2025,6,14,5,24,0,434.28999999999985,5.0,10.0,9.0,7.857142857142857,7.066666666666666
2025-06-15,P0008,Electronics,Smartphones,S020,1048.42,783.78,11,0.0,No Promotion,11532.62,2911.040000000001,2025,6,15,6,24,0,264.6400000000001,5.0,8.0,3.0,7.142857142857143,6.933333333333334
2025-06-16,P0008,Electronics,Smartphones,S020,1009.25,816.71,9,0.0,No Promotion,9083.25,1732.8599999999997,2025,6,16,0,25,0,192.53999999999996,11.0,8.0,7.0,7.571428571428571,7.2
2025-06-17,P0008,Electronics,Smartphones,S020,1057.81,493.88,8,0.0,No Promotion,8462.48,4511.44,2025,6,17,1,25,0,563.93,9.0,5.0,9.0,7.714285714285714,7.266666666666667
2025-06-18,P0008,Electronics,Smartphones,S020,1084.9,884.55,4,0.0,No Promotion,4339.6,801.4000000000005,2025,6,18,2,25,0,200.35000000000014,8.0,16.0,0.0,8.142857142857142,7.233333333333333
2025-06-19,P0008,Electronics,Smartphones,S020,1286.07,1048.86,2,0.0,No Promotion,2572.14,474.4200000000001,2025,6,19,3,25,0,237.21000000000004,4.0,3.0,5.0,6.428571428571429,7.366666666666666
2025-06-20,P0008,Electronics,Smartphones,S020,1064.7,866.42,12,0.0,No Promotion,12776.400000000001,2379.360000000001,2025,6,20,4,25,0,198.2800000000001,2.0,5.0,10.0,6.285714285714286,7.266666666666667
2025-06-21,P0008,Electronics,Smartphones,S020,1026.04,559.8,13,8.6,FlashSale,13338.52,6061.12,2025,6,21,5,25,1,466.24,12.0,5.0,8.0,7.285714285714286,7.333333333333333
2025-06-22,P0008,Electronics,Smartphones,S020,1042.48,703.48,7,0.0,No Promotion,7297.360000000001,2373.0,2025,6,22,6,25,0,339.0,13.0,11.0,5.0,8.428571428571429,7.5
2025-06-23,P0008,Electronics,Smartphones,S020,1045.54,614.91,8,0.0,No Promotion,8364.32,3445.04,2025,6,23,0,26,0,430.63,7.0,9.0,2.0,7.857142857142857,7.566666666666666
2025-06-24,P0008,Electronics,Smartphones,S020,1028.38,680.16,10,0.0,No Promotion,10283.800000000001,3482.2000000000016,2025,6,24,1,26,0,348.22000000000014,8.0,8.0,8.0,7.714285714285714,7.766666666666667
2025-06-25,P0008,Electronics,Smartphones,S020,1007.9,545.63,6,0.0,No Promotion,6047.4,2773.62,2025,6,25,2,26,0,462.27,10.0,4.0,9.0,8.0,7.833333333333333
2025-06-26,P0008,Electronics,Smartphones,S020,1025.43,683.56,9,0.0,No Promotion,9228.87,3076.830000000001,2025,6,26,3,26,0,341.8700000000001,6.0,2.0,7.0,8.285714285714286,7.733333333333333
2025-06-27,P0008,Electronics,Smartphones,S020,1057.61,788.51,4,0.0,No Promotion,4230.44,1076.3999999999996,2025,6,27,4,26,0,269.0999999999999,9.0,12.0,5.0,9.285714285714286,7.8
2025-06-28,P0008,Electronics,Smartphones,S020,1038.68,815.93,7,0.0,No Promotion,7270.76,1559.250000000001,2025,6,28,5,26,0,222.7500000000001,4.0,13.0,5.0,8.142857142857142,7.766666666666667
2025-06-29,P0008,Electronics,Smartphones,S020,1043.8,824.21,8,0.0,No Promotion,8350.4,1756.7199999999993,2025,6,29,6,26,0,219.58999999999992,7.0,7.0,6.0,7.285714285714286,7.833333333333333
2025-06-30,P0008,Electronics,Smartphones,S020,1075.41,614.04,7,0.0,No Promotion,7527.870000000001,3229.590000000001,2025,6,30,0,27,0,461.3700000000001,8.0,8.0,2.0,7.428571428571429,7.9
2025-07-01,P0008,Electronics,Smartphones,S020,1027.09,639.0,4,0.0,No Promotion,4108.36,1552.3599999999997,2025,7,1,1,27,0,388.0899999999999,7.0,10.0,11.0,7.285714285714286,8.066666666666666
2025-07-02,P0008,Electronics,Smartphones,S020,1031.64,715.02,10,0.0,No Promotion,10316.400000000001,3166.200000000001,2025,7,2,2,27,0,316.6200000000001,4.0,6.0,8.0,6.428571428571429,7.833333333333333
2025-07-03,P0008,Electronics,Smartphones,S020,1063.75,694.15,6,0.0,No Promotion,6382.5,2217.6000000000004,2025,7,3,3,27,0,369.6,10.0,9.0,9.0,7.0,7.9
2025-07-04,P0008,Electronics,Smartphones,S020,1032.39,866.33,3,0.0,No Promotion,3097.17,498.1800000000002,2025,7,4,4,27,0,166.06000000000006,6.0,4.0,14.0,6.571428571428571,7.8
2025-07-05,P0008,Electronics,Smartphones,S020,1069.5,798.28,5,0.0,No Promotion,5347.5,1356.1000000000001,2025,7,5,5,27,0,271.22,3.0,7.0,11.0,6.428571428571429,7.433333333333334
2025-07-06,P0008,Electronics,Smartphones,S020,1000.01,768.79,3,0.0,No Promotion,3000.0299999999997,693.6600000000001,2025,7,6,6,27,0,231.22000000000003,5.0,8.0,4.0,6.142857142857143,7.233333333333333
2025-07-07,P0008,Electronics,Smartphones,S020,1011.98,815.96,8,0.0,No Promotion,8095.84,1568.1599999999999,2025,7,7,0,28,0,196.01999999999998,3.0,7.0,10.0,5.428571428571429,7.2
2025-07-08,P0008,Electronics,Smartphones,S020,1068.8,712.05,9,0.0,No Promotion,9619.199999999999,3210.75,2025,7,8,1,28,0,356.75,8.0,4.0,8.0,5.571428571428571,7.133333333333334
2025-07-09,P0008,Electronics,Smartphones,S020,1030.45,512.3,4,0.0,No Promotion,4121.8,2072.6000000000004,2025,7,9,2,28,0,518.1500000000001,9.0,10.0,8.0,6.285714285714286,7.166666666666667
2025-07-10,P0008,Electronics,Smartphones,S020,1034.67,484.8,6,0.0,No Promotion,6208.02,3299.2200000000007,2025,7,10,3,28,0,549.8700000000001,4.0,6.0,5.0,5.428571428571429,7.033333333333333
2025-07-11,P0008,Electronics,Smartphones,S020,1062.05,692.4,5,0.0,No Promotion,5310.25,1848.25,2025,7,11,4,28,0,369.65,6.0,3.0,16.0,5.428571428571429,7.066666666666666
2025-07-12,P0008,Electronics,Smartphones,S020,1034.66,630.1,8,0.0,No Promotion,8277.28,3236.4800000000005,2025,7,12,5,28,0,404.56000000000006,5.0,5.0,3.0,5.714285714285714,6.7
2025-07-13,P0008,Electronics,Smartphones,S020,1055.13,643.13,10,0.0,No Promotion,10551.300000000001,4120.000000000001,2025,7,13,6,28,0,412.0000000000001,8.0,3.0,5.0,6.142857142857143,6.866666666666666
2025-07-14,P0008,Electronics,Smartphones,S020,1051.17,778.21,1,0.0,No Promotion,1051.17,272.96000000000004,2025,7,14,0,29,0,272.96000000000004,10.0,8.0,5.0,7.142857142857143,7.033333333333333
2025-07-15,P0008,Electronics,Smartphones,S020,1059.02,749.26,2,0.0,No Promotion,2118.04,619.52,2025,7,15,1,29,0,309.76,1.0,9.0,11.0,6.142857142857143,6.9
2025-07-16,P0008,Electronics,Smartphones,S020,1024.67,753.97,6,0.0,No Promotion,6148.02,1624.2000000000003,2025,7,16,2,29,0,270.70000000000005,2.0,4.0,9.0,5.142857142857143,6.6
2025-07-17,P0008,Electronics,Smartphones,S020,1039.17,651.16,6,0.0,No Promotion,6235.02,2328.0600000000004,2025,7,17,3,29,0,388.0100000000001,6.0,6.0,8.0,5.428571428571429,6.5
2025-07-18,P0008,Electronics,Smartphones,S020,1055.9,529.86,6,0.0,No Promotion,6335.400000000001,3156.2400000000007,2025,7,18,4,29,0,526.0400000000001,6.0,5.0,4.0,5.428571428571429,6.433333333333334
2025-07-19,P0008,Electronics,Smartphones,S020,1038.65,692.04,6,0.0,No Promotion,6231.900000000001,2079.6600000000008,2025,7,19,5,29,0,346.6100000000001,6.0,8.0,2.0,5.571428571428571,6.5
2025-07-20,P0008,Electronics,Smartphones,S020,1029.73,690.43,7,0.0,No Promotion,7208.110000000001,2375.1000000000004,2025,7,20,6,29,0,339.30000000000007,6.0,10.0,12.0,5.285714285714286,6.633333333333334
2025-07-21,P0008,Electronics,Smartphones,S020,1029.94,816.56,5,0.0,No Promotion,5149.700000000001,1066.9000000000005,2025,7,21,0,30,0,213.3800000000001,7.0,1.0,13.0,4.857142857142857,6.466666666666667
2025-07-22,P0008,Electronics,Smartphones,S020,1051.79,785.2,4,0.0,No Promotion,4207.16,1066.3599999999997,2025,7,22,1,30,0,266.5899999999999,5.0,2.0,7.0,5.428571428571429,6.2
2025-07-23,P0008,Electronics,Smartphones,S020,1067.63,553.2,7,0.0,No Promotion,7473.410000000001,3601.01,2025,7,23,2,30,0,514.4300000000001,4.0,6.0,8.0,5.714285714285714,6.1
2025-07-24,P0008,Electronics,Smartphones,S020,1013.08,670.45,5,0.0,No Promotion,5065.400000000001,1713.15,2025,7,24,3,30,0,342.63,7.0,6.0,10.0,5.857142857142857,6.066666666666666
2025-07-25,P0008,Electronics,Smartphones,S020,1070.74,589.55,3,0.0,No Promotion,3212.2200000000003,1443.5700000000002,2025,7,25,4,30,0,481.19000000000005,5.0,6.0,6.0,5.714285714285714,5.9
2025-07-26,P0008,Electronics,Smartphones,S020,1030.11,642.09,11,0.0,No Promotion,11331.21,4268.219999999998,2025,7,26,5,30,0,388.01999999999987,3.0,6.0,9.0,5.285714285714286,5.8
2025-07-27,P0008,Electronics,Smartphones,S020,1027.7,554.88,2,0.0,No Promotion,2055.4,945.6400000000001,2025,7,27,6,30,0,472.82000000000005,11.0,7.0,4.0,6.0,5.866666666666666
2025-07-28,P0008,Electronics,Smartphones,S020,1034.09,620.65,3,0.0,No Promotion,3102.2699999999995,1240.3199999999997,2025,7,28,0,31,0,413.43999999999994,2.0,5.0,7.0,5.285714285714286,5.8
2025-07-29,P0008,Electronics,Smartphones,S020,1045.84,609.18,13,0.0,No Promotion,13595.919999999998,5676.58,2025,7,29,1,31,0,436.65999999999997,3.0,4.0,8.0,5.0,5.666666666666667
2025-07-30,P0008,Electronics,Smartphones,S020,1078.24,558.9,6,0.0,No Promotion,6469.4400000000005,3116.04,2025,7,30,2,31,0,519.34,13.0,7.0,7.0,6.285714285714286,5.833333333333333
2025-07-31,P0008,Electronics,Smartphones,S020,1025.54,846.21,8,0.0,No Promotion,8204.32,1434.6399999999994,2025,7,31,3,31,0,179.32999999999993,6.0,5.0,4.0,6.142857142857143,5.8
