Date,Product_ID,Category,Subcategory,Supplier_ID,Price,Cost,Units_Sold,Discount,Promotion_Type
2023-01-20,P0040,Sports,Yoga,S015,198.37,132.97,2,0.0,None
2023-01-20,P0041,Sports,Yoga,S016,113.76,91.91,2,0.0,None
2023-01-20,P0042,Sports,Outdoor,S009,361.3,180.87,7,0.0,None
2023-01-20,P0043,Sports,Cycling,S015,244.43,189.88,9,0.0,None
2023-01-20,P0044,Toys,Educational,S014,92.32,77.49,9,0.0,None
2023-01-20,P0045,Toys,Action Figures,S010,44.85,23.54,7,0.0,None
2023-01-20,P0046,Toys,Educational,S004,37.25,27.57,7,0.0,None
2023-01-20,P0047,Toys,Outdoor Toys,S009,145.35,114.11,8,0.0,None
2023-01-20,P0048,Toys,Dolls,S014,110.43,64.66,4,0.0,None
2023-01-20,P0049,Toys,Educational,S003,123.04,94.73,14,0.0,None
2023-01-20,P0050,Toys,Board Games,S016,71.33,57.5,10,0.0,None
2023-01-21,P0001,Electronics,Smartphones,S011,478.02,347.1,7,0.0,None
2023-01-21,P0002,Electronics,Smartwatches,S004,1975.12,984.99,12,0.0,None
2023-01-21,P0003,Electronics,Laptops,S020,640.07,417.63,7,0.0,None
2023-01-21,P0004,Electronics,Smartwatches,S014,917.58,688.65,10,0.0,None
2023-01-21,P0005,Electronics,Smartwatches,S018,109.71,91.65,2,0.0,None
2023-01-21,P0006,Electronics,Cameras,S016,1934.35,1522.03,2,0.0,None
2023-01-21,P0007,Electronics,Smartwatches,S015,1763.7,1238.49,11,0.0,None
2023-01-21,P0008,Electronics,Smartphones,S020,1040.87,563.75,4,0.0,None
2023-01-21,P0009,Home,Furniture,S010,470.99,342.45,2,0.0,None
2023-01-21,P0010,Home,Furniture,S015,113.32,78.45,14,0.0,None
2023-01-21,P0011,Home,Decor,S011,97.42,52.81,0,0.0,None
2023-01-21,P0012,Home,Decor,S009,331.01,165.22,6,0.0,None
2023-01-21,P0013,Home,Bedding,S013,341.78,269.28,9,0.0,None
2023-01-21,P0014,Home,Lighting,S003,324.15,149.99,23,0.0,None
2023-01-21,P0015,Home,Bedding,S003,274.34,127.28,13,0.0,None
2023-01-21,P0016,Clothing,Accessories,S010,214.85,148.09,18,0.0,None
2023-01-21,P0017,Clothing,Shoes,S005,90.99,68.5,42,0.0,None
2023-01-21,P0018,Clothing,Accessories,S010,58.73,35.91,28,0.0,None
2023-01-21,P0019,Clothing,Dresses,S012,183.26,143.88,27,0.0,None
2023-01-21,P0020,Clothing,Shoes,S003,292.4,133.88,39,0.0,None
2023-01-21,P0021,Clothing,Accessories,S018,280.34,187.08,33,0.0,None
2023-01-21,P0022,Clothing,Shirts,S014,196.17,124.34,31,0.0,None
2023-01-21,P0023,Grocery,Canned,S016,45.94,25.67,40,0.0,None
2023-01-21,P0024,Grocery,Canned,S009,3.27,2.73,36,0.0,None
2023-01-21,P0025,Grocery,Bakery,S019,34.99,28.77,19,0.0,None
2023-01-21,P0026,Grocery,Bakery,S017,42.65,29.0,46,0.0,None
2023-01-21,P0027,Grocery,Snacks,S019,9.72,5.86,62,0.0,None
2023-01-21,P0028,Grocery,Beverages,S002,24.86,12.34,37,0.0,None
2023-01-21,P0029,Grocery,Canned,S004,34.14,15.71,31,0.0,None
2023-01-21,P0030,Beauty,Bath,S014,32.13,23.42,14,0.0,None
2023-01-21,P0031,Beauty,Makeup,S016,124.56,97.82,12,0.0,None
2023-01-21,P0032,Beauty,Makeup,S004,115.13,95.99,8,0.0,None
2023-01-21,P0033,Beauty,Fragrance,S016,30.9,24.49,9,0.0,None
2023-01-21,P0034,Beauty,Bath,S009,52.16,27.98,9,0.0,None
2023-01-21,P0035,Beauty,Fragrance,S010,54.69,32.28,15,0.0,None
2023-01-21,P0036,Beauty,Bath,S016,132.75,109.26,8,0.0,None
2023-01-21,P0037,Sports,Cycling,S014,81.86,53.33,6,0.0,None
2023-01-21,P0038,Sports,Team Sports,S009,49.16,28.18,9,0.0,None
2023-01-21,P0039,Sports,Fitness,S005,342.66,238.3,6,0.0,None
2023-01-21,P0040,Sports,Yoga,S015,198.46,140.61,5,0.0,None
2023-01-21,P0041,Sports,Yoga,S016,113.8,58.73,0,0.0,None
2023-01-21,P0042,Sports,Outdoor,S009,361.31,177.02,6,0.0,None
2023-01-21,P0043,Sports,Cycling,S015,244.37,146.87,6,0.0,None
2023-01-21,P0044,Toys,Educational,S014,92.33,57.67,10,0.0,None
2023-01-21,P0045,Toys,Action Figures,S010,44.85,33.54,11,0.0,None
2023-01-21,P0046,Toys,Educational,S004,37.23,18.13,19,0.0,None
2023-01-21,P0047,Toys,Outdoor Toys,S009,145.33,107.12,8,0.0,None
2023-01-21,P0048,Toys,Dolls,S014,110.41,71.3,11,0.0,None
2023-01-21,P0049,Toys,Educational,S003,123.11,56.12,8,0.0,None
2023-01-21,P0050,Toys,Board Games,S016,71.32,47.52,18,0.0,None
2023-01-22,P0001,Electronics,Smartphones,S011,477.34,399.48,12,0.0,None
2023-01-22,P0002,Electronics,Smartwatches,S004,1976.15,1334.08,15,0.0,None
2023-01-22,P0003,Electronics,Laptops,S020,639.91,460.83,6,0.0,None
2023-01-22,P0004,Electronics,Smartwatches,S014,917.88,767.39,6,0.0,None
2023-01-22,P0005,Electronics,Smartwatches,S018,109.77,88.3,5,0.0,None
2023-01-22,P0006,Electronics,Cameras,S016,1934.51,1153.11,3,0.0,None
2023-01-22,P0007,Electronics,Smartwatches,S015,1766.13,1069.12,7,0.0,None
2023-01-22,P0008,Electronics,Smartphones,S020,1040.15,748.12,10,0.0,None
2023-01-22,P0009,Home,Furniture,S010,471.19,266.09,4,0.0,None
2023-01-22,P0010,Home,Furniture,S015,113.22,87.49,7,0.0,None
2023-01-22,P0011,Home,Decor,S011,97.45,48.63,2,0.0,None
2023-01-22,P0012,Home,Decor,S009,331.18,254.16,7,0.0,None
2023-01-22,P0013,Home,Bedding,S013,341.62,264.73,10,0.0,None
2023-01-22,P0014,Home,Lighting,S003,324.11,250.29,15,0.0,None
2023-01-22,P0015,Home,Bedding,S003,274.11,124.98,11,0.0,None
2023-01-22,P0016,Clothing,Accessories,S010,214.86,153.53,15,0.0,None
2023-01-22,P0017,Clothing,Shoes,S005,91.06,69.79,50,0.0,None
2023-01-22,P0018,Clothing,Accessories,S010,58.72,40.1,44,0.0,None
2023-01-22,P0019,Clothing,Dresses,S012,183.34,106.34,33,0.0,None
2023-01-22,P0020,Clothing,Shoes,S003,292.69,156.52,21,0.0,None
2023-01-22,P0021,Clothing,Accessories,S018,280.36,145.52,36,0.0,None
2023-01-22,P0022,Clothing,Shirts,S014,196.14,124.56,29,0.0,None
2023-01-22,P0023,Grocery,Canned,S016,45.98,28.45,37,0.0,None
2023-01-22,P0024,Grocery,Canned,S009,3.28,1.64,28,0.0,None
2023-01-22,P0025,Grocery,Bakery,S019,34.99,20.65,21,0.0,None
2023-01-22,P0026,Grocery,Bakery,S017,42.58,20.81,51,0.0,None
2023-01-22,P0027,Grocery,Snacks,S019,9.72,5.82,67,0.0,None
2023-01-22,P0028,Grocery,Beverages,S002,24.86,20.52,39,0.0,None
2023-01-22,P0029,Grocery,Canned,S004,34.17,20.92,32,0.0,None
2023-01-22,P0030,Beauty,Bath,S014,32.13,18.46,12,0.0,None
2023-01-22,P0031,Beauty,Makeup,S016,124.54,73.29,13,0.0,None
2023-01-22,P0032,Beauty,Makeup,S004,115.09,58.8,9,0.0,None
2023-01-22,P0033,Beauty,Fragrance,S016,30.86,21.86,8,0.0,None
2023-01-22,P0034,Beauty,Bath,S009,52.16,36.91,5,0.0,None
2023-01-22,P0035,Beauty,Fragrance,S010,54.65,30.61,21,0.0,None
2023-01-22,P0036,Beauty,Bath,S016,132.74,96.7,16,0.0,None
2023-01-22,P0037,Sports,Cycling,S014,81.84,65.3,7,0.0,None
2023-01-22,P0038,Sports,Team Sports,S009,49.17,32.84,6,0.0,None
2023-01-22,P0039,Sports,Fitness,S005,342.71,233.44,13,0.0,None
2023-01-22,P0040,Sports,Yoga,S015,198.51,91.35,11,0.0,None
2023-01-22,P0041,Sports,Yoga,S016,113.82,70.54,4,0.0,None
2023-01-22,P0042,Sports,Outdoor,S009,361.11,279.2,3,0.0,None
2023-01-22,P0043,Sports,Cycling,S015,244.48,112.65,8,0.0,None
2023-01-22,P0044,Toys,Educational,S014,92.28,66.62,9,0.0,None
2023-01-22,P0045,Toys,Action Figures,S010,44.82,37.6,8,0.0,None
2023-01-22,P0046,Toys,Educational,S004,37.26,20.72,16,0.0,None
2023-01-22,P0047,Toys,Outdoor Toys,S009,145.48,112.53,3,0.0,None
2023-01-22,P0048,Toys,Dolls,S014,110.44,75.27,10,0.0,None
2023-01-22,P0049,Toys,Educational,S003,123.01,90.38,19,0.0,None
2023-01-22,P0050,Toys,Board Games,S016,71.29,53.83,17,0.0,None
2023-01-23,P0001,Electronics,Smartphones,S011,477.89,274.73,13,0.0,None
2023-01-23,P0002,Electronics,Smartwatches,S004,1976.89,1263.67,12,0.0,None
2023-01-23,P0003,Electronics,Laptops,S020,639.33,351.55,3,0.0,None
2023-01-23,P0004,Electronics,Smartwatches,S014,917.59,637.09,7,0.0,None
2023-01-23,P0005,Electronics,Smartwatches,S018,109.7,75.76,5,0.0,None
2023-01-23,P0006,Electronics,Cameras,S016,1935.34,1148.17,5,0.0,None
2023-01-23,P0007,Electronics,Smartwatches,S015,1765.85,1312.25,4,0.0,None
2023-01-23,P0008,Electronics,Smartphones,S020,1040.88,867.64,8,0.0,None
2023-01-23,P0009,Home,Furniture,S010,470.53,299.1,4,0.0,None
2023-01-23,P0010,Home,Furniture,S015,113.32,80.67,11,0.0,None
2023-01-23,P0011,Home,Decor,S011,97.43,78.43,4,0.0,None
2023-01-23,P0012,Home,Decor,S009,331.09,213.05,6,0.0,None
2023-01-23,P0013,Home,Bedding,S013,341.67,205.73,10,0.0,None
2023-01-23,P0014,Home,Lighting,S003,324.06,180.47,13,0.0,None
2023-01-23,P0015,Home,Bedding,S003,274.04,216.71,8,0.0,None
2023-01-23,P0016,Clothing,Accessories,S010,214.8,126.4,11,0.0,None
2023-01-23,P0017,Clothing,Shoes,S005,90.96,75.32,27,0.0,None
2023-01-23,P0018,Clothing,Accessories,S010,58.68,26.79,30,0.0,None
2023-01-23,P0019,Clothing,Dresses,S012,183.37,139.05,8,0.0,None
2023-01-23,P0020,Clothing,Shoes,S003,292.66,131.96,20,0.0,None
2023-01-23,P0021,Clothing,Accessories,S018,280.52,188.46,26,0.0,None
2023-01-23,P0022,Clothing,Shirts,S014,196.26,115.0,24,0.0,None
2023-01-23,P0023,Grocery,Canned,S016,45.96,30.66,26,0.0,None
2023-01-23,P0024,Grocery,Canned,S009,3.27,1.76,22,0.0,None
2023-01-23,P0025,Grocery,Bakery,S019,34.99,22.64,13,0.0,None
2023-01-23,P0026,Grocery,Bakery,S017,42.62,29.5,33,0.0,None
2023-01-23,P0027,Grocery,Snacks,S019,9.72,7.52,47,0.0,None
2023-01-23,P0028,Grocery,Beverages,S002,24.85,19.77,30,0.0,None
2023-01-23,P0029,Grocery,Canned,S004,34.17,21.03,26,0.0,None
2023-01-23,P0030,Beauty,Bath,S014,32.13,18.66,13,0.0,None
2023-01-23,P0031,Beauty,Makeup,S016,124.48,74.97,13,0.0,None
2023-01-23,P0032,Beauty,Makeup,S004,115.11,68.75,6,0.0,None
2023-01-23,P0033,Beauty,Fragrance,S016,30.92,21.33,9,0.0,None
2023-01-23,P0034,Beauty,Bath,S009,52.16,32.87,8,0.0,None
2023-01-23,P0035,Beauty,Fragrance,S010,54.73,37.76,19,0.0,None
2023-01-23,P0036,Beauty,Bath,S016,132.78,80.8,15,0.0,None
2023-01-23,P0037,Sports,Cycling,S014,81.87,50.52,5,0.0,None
2023-01-23,P0038,Sports,Team Sports,S009,49.14,33.24,2,0.0,None
2023-01-23,P0039,Sports,Fitness,S005,342.56,266.35,2,0.0,None
2023-01-23,P0040,Sports,Yoga,S015,198.45,162.14,4,0.0,None
2023-01-23,P0041,Sports,Yoga,S016,113.81,59.31,7,0.0,None
2023-01-23,P0042,Sports,Outdoor,S009,361.17,210.06,10,0.0,None
2023-01-23,P0043,Sports,Cycling,S015,244.43,142.41,10,0.0,None
2023-01-23,P0044,Toys,Educational,S014,92.28,55.27,15,0.0,None
2023-01-23,P0045,Toys,Action Figures,S010,44.87,33.31,12,0.0,None
2023-01-23,P0046,Toys,Educational,S004,37.24,16.9,16,0.0,None
2023-01-23,P0047,Toys,Outdoor Toys,S009,145.51,116.92,4,0.0,None
2023-01-23,P0048,Toys,Dolls,S014,110.44,55.23,11,0.0,None
2023-01-23,P0049,Toys,Educational,S003,123.02,98.27,9,0.0,None
2023-01-23,P0050,Toys,Board Games,S016,71.3,52.96,6,0.0,None
2023-01-24,P0001,Electronics,Smartphones,S011,477.94,267.63,12,0.0,None
2023-01-24,P0002,Electronics,Smartwatches,S004,1974.36,1656.72,11,0.0,None
2023-01-24,P0003,Electronics,Laptops,S020,639.99,475.86,7,0.0,None
2023-01-24,P0004,Electronics,Smartwatches,S014,917.72,546.44,9,0.0,None
2023-01-24,P0005,Electronics,Smartwatches,S018,109.64,87.24,8,0.0,None
2023-01-24,P0006,Electronics,Cameras,S016,1935.95,1336.2,3,0.0,None
2023-01-24,P0007,Electronics,Smartwatches,S015,1764.33,1030.81,3,0.0,None
2023-01-24,P0008,Electronics,Smartphones,S020,1041.51,704.0,10,0.0,None
2023-01-24,P0009,Home,Furniture,S010,470.5,268.91,2,0.0,None
2023-01-24,P0010,Home,Furniture,S015,113.2,61.07,14,0.0,None
2023-01-24,P0011,Home,Decor,S011,97.42,80.0,1,0.0,None
2023-01-24,P0012,Home,Decor,S009,331.21,268.33,7,0.0,None
2023-01-24,P0013,Home,Bedding,S013,341.87,215.83,6,0.0,None
2023-01-24,P0014,Home,Lighting,S003,324.13,215.44,11,0.0,None
2023-01-24,P0015,Home,Bedding,S003,274.28,218.04,11,0.0,None
2023-01-24,P0016,Clothing,Accessories,S010,214.85,147.14,8,0.0,None
2023-01-24,P0017,Clothing,Shoes,S005,90.93,46.09,25,0.0,None
2023-01-24,P0018,Clothing,Accessories,S010,58.7,45.12,36,0.0,None
2023-01-24,P0019,Clothing,Dresses,S012,183.24,117.36,0,0.0,None
2023-01-24,P0020,Clothing,Shoes,S003,292.5,156.8,20,0.0,None
2023-01-24,P0021,Clothing,Accessories,S018,280.32,205.35,33,0.0,None
2023-01-24,P0022,Clothing,Shirts,S014,196.26,109.24,19,0.0,None
2023-01-24,P0023,Grocery,Canned,S016,45.93,30.87,13,0.0,None
2023-01-24,P0024,Grocery,Canned,S009,3.27,2.43,17,0.0,None
2023-01-24,P0025,Grocery,Bakery,S019,34.98,19.31,5,0.0,None
2023-01-24,P0026,Grocery,Bakery,S017,42.64,25.01,29,0.0,None
2023-01-24,P0027,Grocery,Snacks,S019,9.72,8.04,41,0.0,None
2023-01-24,P0028,Grocery,Beverages,S002,24.86,19.59,34,0.0,None
2023-01-24,P0029,Grocery,Canned,S004,34.2,19.44,36,0.0,None
2023-01-24,P0030,Beauty,Bath,S014,32.14,23.76,5,0.0,None
2023-01-24,P0031,Beauty,Makeup,S016,124.58,104.63,15,0.0,None
2023-01-24,P0032,Beauty,Makeup,S004,115.18,95.26,7,0.0,None
2023-01-24,P0033,Beauty,Fragrance,S016,30.9,19.85,9,0.0,None
2023-01-24,P0034,Beauty,Bath,S009,52.13,38.78,4,0.0,None
2023-01-24,P0035,Beauty,Fragrance,S010,54.69,38.24,15,0.0,None
2023-01-24,P0036,Beauty,Bath,S016,132.62,89.93,21,0.0,None
2023-01-24,P0037,Sports,Cycling,S014,81.85,61.99,3,0.0,None
2023-01-24,P0038,Sports,Team Sports,S009,49.19,26.14,3,0.0,None
2023-01-24,P0039,Sports,Fitness,S005,342.58,180.89,4,0.0,None
2023-01-24,P0040,Sports,Yoga,S015,198.38,94.56,5,0.0,None
2023-01-24,P0041,Sports,Yoga,S016,113.78,83.59,3,0.0,None
2023-01-24,P0042,Sports,Outdoor,S009,361.2,172.77,4,0.0,None
2023-01-24,P0043,Sports,Cycling,S015,244.46,163.29,5,0.0,None
2023-01-24,P0044,Toys,Educational,S014,92.32,56.81,10,0.0,None
2023-01-24,P0045,Toys,Action Figures,S010,44.83,26.43,8,0.0,None
2023-01-24,P0046,Toys,Educational,S004,37.26,17.61,4,0.0,None
2023-01-24,P0047,Toys,Outdoor Toys,S009,145.43,99.57,4,0.0,None
2023-01-24,P0048,Toys,Dolls,S014,110.56,83.11,10,0.0,None
2023-01-24,P0049,Toys,Educational,S003,123.02,85.02,12,0.0,None
2023-01-24,P0050,Toys,Board Games,S016,71.32,43.28,12,0.0,None
2023-01-25,P0001,Electronics,Smartphones,S011,477.51,226.44,7,0.0,None
2023-01-25,P0002,Electronics,Smartwatches,S004,1975.94,1195.81,9,0.0,None
2023-01-25,P0003,Electronics,Laptops,S020,640.04,407.89,7,0.0,None
2023-01-25,P0004,Electronics,Smartwatches,S014,917.58,517.87,10,0.0,None
2023-01-25,P0005,Electronics,Smartwatches,S018,109.52,91.51,3,0.0,None
2023-01-25,P0006,Electronics,Cameras,S016,1935.39,1059.9,3,0.0,None
2023-01-25,P0007,Electronics,Smartwatches,S015,1763.73,1090.46,9,0.0,None
2023-01-25,P0008,Electronics,Smartphones,S020,1040.64,473.94,8,0.0,None
2023-01-25,P0009,Home,Furniture,S010,470.96,271.08,1,0.0,None
2023-01-25,P0010,Home,Furniture,S015,113.24,81.38,14,0.0,None
2023-01-25,P0011,Home,Decor,S011,97.39,79.24,3,0.0,None
2023-01-25,P0012,Home,Decor,S009,331.18,229.37,8,0.0,None
2023-01-25,P0013,Home,Bedding,S013,341.59,279.19,9,0.0,None
2023-01-25,P0014,Home,Lighting,S003,324.06,200.02,26,0.0,None
2023-01-25,P0015,Home,Bedding,S003,274.03,203.67,9,0.0,None
2023-01-25,P0016,Clothing,Accessories,S010,214.76,170.87,10,0.0,None
2023-01-25,P0017,Clothing,Shoes,S005,90.93,55.57,30,0.0,None
2023-01-25,P0018,Clothing,Accessories,S010,58.71,48.58,20,0.0,None
2023-01-25,P0019,Clothing,Dresses,S012,183.49,114.8,0,0.0,None
2023-01-25,P0020,Clothing,Shoes,S003,292.56,222.21,15,0.0,None
2023-01-25,P0021,Clothing,Accessories,S018,280.32,128.09,33,0.0,None
2023-01-25,P0022,Clothing,Shirts,S014,196.08,126.14,31,0.0,None
2023-01-25,P0023,Grocery,Canned,S016,45.94,33.61,26,0.0,None
2023-01-25,P0024,Grocery,Canned,S009,3.27,1.49,30,0.0,None
2023-01-25,P0025,Grocery,Bakery,S019,35.0,16.94,17,0.0,None
2023-01-25,P0026,Grocery,Bakery,S017,42.62,35.71,27,0.0,None
2023-01-25,P0027,Grocery,Snacks,S019,9.73,6.74,51,0.0,None
2023-01-25,P0028,Grocery,Beverages,S002,24.85,12.25,32,0.0,None
2023-01-25,P0029,Grocery,Canned,S004,34.16,22.58,29,0.0,None
2023-01-25,P0030,Beauty,Bath,S014,32.14,25.28,12,0.0,None
2023-01-25,P0031,Beauty,Makeup,S016,124.61,86.24,9,0.0,None
2023-01-25,P0032,Beauty,Makeup,S004,115.14,80.41,13,0.0,None
2023-01-25,P0033,Beauty,Fragrance,S016,30.91,22.63,9,0.0,None
2023-01-25,P0034,Beauty,Bath,S009,52.16,29.27,5,0.0,None
2023-01-25,P0035,Beauty,Fragrance,S010,54.66,31.46,18,0.0,None
2023-01-25,P0036,Beauty,Bath,S016,132.83,65.52,4,0.0,None
2023-01-25,P0037,Sports,Cycling,S014,81.85,52.78,6,0.0,None
2023-01-25,P0038,Sports,Team Sports,S009,49.18,29.23,6,0.0,None
2023-01-25,P0039,Sports,Fitness,S005,342.8,177.68,2,0.0,None
2023-01-25,P0040,Sports,Yoga,S015,198.37,120.33,6,0.0,None
2023-01-25,P0041,Sports,Yoga,S016,113.78,80.09,4,0.0,None
2023-01-25,P0042,Sports,Outdoor,S009,361.04,190.27,4,0.0,None
2023-01-25,P0043,Sports,Cycling,S015,244.28,112.73,7,0.0,None
2023-01-25,P0044,Toys,Educational,S014,92.31,45.45,2,0.0,None
2023-01-25,P0045,Toys,Action Figures,S010,44.82,33.2,7,0.0,None
2023-01-25,P0046,Toys,Educational,S004,37.21,21.58,16,0.0,None
2023-01-25,P0047,Toys,Outdoor Toys,S009,145.3,77.93,3,0.0,None
2023-01-25,P0048,Toys,Dolls,S014,110.42,80.36,84,0.0,None
2023-01-25,P0049,Toys,Educational,S003,123.07,55.53,15,0.0,None
2023-01-25,P0050,Toys,Board Games,S016,71.3,46.46,11,0.0,None
2023-01-26,P0001,Electronics,Smartphones,S011,477.64,337.85,12,0.0,None
2023-01-26,P0002,Electronics,Smartwatches,S004,1975.66,1106.5,10,0.0,None
2023-01-26,P0003,Electronics,Laptops,S020,640.35,440.32,7,0.0,None
2023-01-26,P0004,Electronics,Smartwatches,S014,917.23,621.22,1,0.0,None
2023-01-26,P0005,Electronics,Smartwatches,S018,109.73,92.42,4,0.0,None
2023-01-26,P0006,Electronics,Cameras,S016,1936.11,1636.6,2,0.0,None
2023-01-26,P0007,Electronics,Smartwatches,S015,1762.99,961.68,4,0.0,None
2023-01-26,P0008,Electronics,Smartphones,S020,1039.34,580.37,5,0.0,None
2023-01-26,P0009,Home,Furniture,S010,471.23,229.82,1,0.0,None
2023-01-26,P0010,Home,Furniture,S015,113.39,62.97,7,0.0,None
2023-01-26,P0011,Home,Decor,S011,97.39,65.86,4,0.0,None
2023-01-26,P0012,Home,Decor,S009,331.09,250.18,13,0.0,None
2023-01-26,P0013,Home,Bedding,S013,341.84,246.15,9,0.0,None
2023-01-26,P0014,Home,Lighting,S003,323.87,188.37,13,0.0,None
2023-01-26,P0015,Home,Bedding,S003,273.89,124.56,9,0.0,None
2023-01-26,P0016,Clothing,Accessories,S010,214.5,124.27,109,0.0,None
2023-01-26,P0017,Clothing,Shoes,S005,90.96,43.87,28,0.0,None
2023-01-26,P0018,Clothing,Accessories,S010,58.73,29.82,26,0.0,None
2023-01-26,P0019,Clothing,Dresses,S012,183.21,91.16,0,0.0,None
2023-01-26,P0020,Clothing,Shoes,S003,292.43,185.6,22,0.0,None
2023-01-26,P0021,Clothing,Accessories,S018,280.18,144.68,28,0.0,None
2023-01-26,P0022,Clothing,Shirts,S014,196.14,155.73,23,0.0,None
2023-01-26,P0023,Grocery,Canned,S016,45.96,27.92,25,0.0,None
2023-01-26,P0024,Grocery,Canned,S009,3.28,2.1,20,0.0,None
2023-01-26,P0025,Grocery,Bakery,S019,35.0,21.89,23,0.0,None
2023-01-26,P0026,Grocery,Bakery,S017,42.6,22.08,21,0.0,None
2023-01-26,P0027,Grocery,Snacks,S019,9.72,4.38,33,0.0,None
2023-01-26,P0028,Grocery,Beverages,S002,24.85,15.29,32,0.0,None
2023-01-26,P0029,Grocery,Canned,S004,34.18,21.29,22,0.0,None
2023-01-26,P0030,Beauty,Bath,S014,32.13,23.96,11,0.0,None
2023-01-26,P0031,Beauty,Makeup,S016,124.53,58.11,15,0.0,None
2023-01-26,P0032,Beauty,Makeup,S004,114.98,68.97,7,0.0,None
2023-01-26,P0033,Beauty,Fragrance,S016,30.9,15.1,8,0.0,None
2023-01-26,P0034,Beauty,Bath,S009,52.15,29.82,7,0.0,None
2023-01-26,P0035,Beauty,Fragrance,S010,54.7,38.19,14,0.0,None
2023-01-26,P0036,Beauty,Bath,S016,132.86,79.19,7,0.0,None
2023-01-26,P0037,Sports,Cycling,S014,81.88,49.34,3,0.0,None
2023-01-26,P0038,Sports,Team Sports,S009,49.16,26.11,10,0.0,None
2023-01-26,P0039,Sports,Fitness,S005,342.49,170.46,3,0.0,None
2023-01-26,P0040,Sports,Yoga,S015,198.41,140.0,8,0.0,None
2023-01-26,P0041,Sports,Yoga,S016,113.69,53.86,1,0.0,None
2023-01-26,P0042,Sports,Outdoor,S009,361.24,230.61,10,0.0,None
2023-01-26,P0043,Sports,Cycling,S015,244.58,173.51,11,0.0,None
2023-01-26,P0044,Toys,Educational,S014,92.22,52.25,9,0.0,None
2023-01-26,P0045,Toys,Action Figures,S010,44.85,21.57,8,0.0,None
2023-01-26,P0046,Toys,Educational,S004,37.24,21.61,16,0.0,None
2023-01-26,P0047,Toys,Outdoor Toys,S009,145.42,102.82,4,0.0,None
2023-01-26,P0048,Toys,Dolls,S014,110.46,78.77,6,0.0,None
2023-01-26,P0049,Toys,Educational,S003,123.18,66.05,5,0.0,None
2023-01-26,P0050,Toys,Board Games,S016,71.31,37.46,8,0.0,None
2023-01-27,P0001,Electronics,Smartphones,S011,477.86,331.06,10,0.0,None
2023-01-27,P0002,Electronics,Smartwatches,S004,1973.73,1350.96,16,0.0,None
2023-01-27,P0003,Electronics,Laptops,S020,639.46,387.48,4,0.0,None
2023-01-27,P0004,Electronics,Smartwatches,S014,917.63,485.82,11,0.0,None
2023-01-27,P0005,Electronics,Smartwatches,S018,109.63,56.44,6,0.0,None
2023-01-27,P0006,Electronics,Cameras,S016,1933.99,949.0,2,0.0,None
2023-01-27,P0007,Electronics,Smartwatches,S015,1763.55,1452.17,5,0.0,None
2023-01-27,P0008,Electronics,Smartphones,S020,1040.89,786.23,10,0.0,None
2023-01-27,P0009,Home,Furniture,S010,471.11,373.89,5,0.0,None
2023-01-27,P0010,Home,Furniture,S015,113.28,75.7,10,0.0,None
2023-01-27,P0011,Home,Decor,S011,97.37,49.32,2,0.0,None
2023-01-27,P0012,Home,Decor,S009,331.14,170.2,10,0.0,None
2023-01-27,P0013,Home,Bedding,S013,341.66,287.96,11,0.0,None
2023-01-27,P0014,Home,Lighting,S003,324.23,205.49,8,0.0,None
2023-01-27,P0015,Home,Bedding,S003,273.65,231.89,7,0.0,None
2023-01-27,P0016,Clothing,Accessories,S010,214.54,153.2,10,0.0,None
2023-01-27,P0017,Clothing,Shoes,S005,91.05,47.68,32,0.0,None
2023-01-27,P0018,Clothing,Accessories,S010,58.78,35.89,22,0.0,None
2023-01-27,P0019,Clothing,Dresses,S012,183.18,138.79,19,0.0,None
2023-01-27,P0020,Clothing,Shoes,S003,292.44,175.21,24,0.0,None
2023-01-27,P0021,Clothing,Accessories,S018,280.52,217.62,32,0.0,None
2023-01-27,P0022,Clothing,Shirts,S014,196.28,100.2,16,0.0,None
2023-01-27,P0023,Grocery,Canned,S016,45.98,30.26,33,0.0,None
2023-01-27,P0024,Grocery,Canned,S009,3.28,2.47,24,0.0,None
2023-01-27,P0025,Grocery,Bakery,S019,34.98,20.56,22,0.0,None
2023-01-27,P0026,Grocery,Bakery,S017,42.63,23.39,23,0.0,None
2023-01-27,P0027,Grocery,Snacks,S019,9.72,4.61,41,0.0,None
2023-01-27,P0028,Grocery,Beverages,S002,24.85,15.92,16,0.0,None
2023-01-27,P0029,Grocery,Canned,S004,34.17,15.95,32,0.0,None
2023-01-27,P0030,Beauty,Bath,S014,32.14,19.39,17,0.0,None
2023-01-27,P0031,Beauty,Makeup,S016,124.65,88.52,16,0.0,None
2023-01-27,P0032,Beauty,Makeup,S004,115.0,96.73,8,0.0,None
2023-01-27,P0033,Beauty,Fragrance,S016,30.92,25.42,8,0.0,None
2023-01-27,P0034,Beauty,Bath,S009,52.2,38.0,7,0.0,None
2023-01-27,P0035,Beauty,Fragrance,S010,54.71,32.01,17,0.0,None
2023-01-27,P0036,Beauty,Bath,S016,132.67,109.85,12,0.0,None
2023-01-27,P0037,Sports,Cycling,S014,81.83,48.13,6,0.0,None
2023-01-27,P0038,Sports,Team Sports,S009,49.16,35.32,6,0.0,None
2023-01-27,P0039,Sports,Fitness,S005,342.88,263.71,4,0.0,None
2023-01-27,P0040,Sports,Yoga,S015,198.37,139.17,5,0.0,None
